name,mod,rate,time,mean_stderr,trial,std
mixing,1,0.01,97.21836913939858,3.124542265981616,900,93.73626797944848
mixing,1,0.02,48.894414511974155,1.6416637725885703,900,49.249913177657106
mixing,1,0.04,25.5762655572179,0.874411614774161,900,26.23234844322483
mixing,1,0.08,12.98798421424601,0.4178364954016591,900,12.535094862049775
mixing,1,0.1,10.136794146926162,0.31924127053647605,900,9.577238116094282
mixing,1,0.2,4.933924619088945,0.17402776636923878,900,5.220832991077163
mixing,1,0.4,2.6099527452311317,0.08567650882445152,900,2.5702952647335455
mixing,1,0.8,1.3082358179505151,0.043796841615002836,900,1.313905248450085
mixing,1,1.0,0.98153060887724,0.03350040295996651,900,1.0050120887989953
mixing,1,1.2,0.8938438736839575,0.029159695540626602,900,0.8747908662187981
mixing,1,1.6,0.5814220324068692,0.01933348346068223,900,0.5800045038204669
mixing,1,1.8,0.5792303661867115,0.019433419393622683,900,0.5830025818086805
mixing,1,1.85,0.536618333371728,0.018485018312583347,900,0.5545505493775004
mixing,1,1.9,0.5159051332420499,0.017193728088740798,900,0.5158118426622239
mixing,1,1.95,0.5107566029773734,0.01737026500269443,900,0.5211079500808329
mixing,1,2.0,0.4772313895815116,0.015692546152699948,900,0.47077638458099846
mixing,1,2.05,0.4902702754612402,0.015074575036417797,900,0.45223725109253393
mixing,1,2.1,0.4814425907836653,0.01666873630606192,900,0.5000620891818576
mixing,1,2.15,0.4898583043178825,0.015699763390908214,900,0.4709929017272464
mixing,1,2.2,0.47514165692930227,0.015469258381485,900,0.46407775144455
mixing,1,2.4,0.39755722037108404,0.014322958465226366,900,0.429688753956791
mixing,1,2.8,0.3508458536933768,0.011720988378479917,900,0.3516296513543975
mixing,1,3.2,0.3280881914942912,0.010809325647114891,900,0.3242797694134467
mixing,1,4.0,0.2502833964064867,0.008135975603289537,900,0.2440792680986861
mixing,1,8.0,0.1260197592467666,0.00397304948374975,900,0.1191914845124925
mixing,1,10.0,0.10363878222659972,0.003515393907796225,900,0.10546181723388674
mixing,1,100.0,0.009875664297478054,0.00032613785956944166,900,0.00978413578708325
mixing,2,0.01,14995.461351316993,543.093906274458,900,16292.817188233741
mixing,2,0.02,3982.130797894359,141.64559414711292,900,4249.367824413387
mixing,2,0.04,1031.0943602690622,37.802367965454984,900,1134.0710389636495
mixing,2,0.08,261.9590329597916,9.436570230582085,900,283.09710691746255
mixing,2,0.1,171.64304341912506,6.082148820820656,900,182.46446462461967
mixing,2,0.2,47.34833054117161,1.7979769656403217,900,53.93930896920965
mixing,2,0.4,14.413408432444388,0.4580493810442954,900,13.741481431328861
mixing,2,0.8,4.7891778528844124,0.15163416114095338,900,4.549024834228601
mixing,2,1.0,3.3952574366391097,0.09964884401542419,900,2.9894653204627257
mixing,2,1.2,2.6130364445536998,0.08186853845500063,900,2.4560561536500187
mixing,2,1.6,1.786973075071713,0.05466272437801467,900,1.6398817313404401
mixing,2,1.8,1.5846746963964307,0.045670896700961056,900,1.3701269010288317
mixing,2,1.85,1.4585234920716696,0.040661819136046634,900,1.219854574081399
mixing,2,1.9,1.4935117549011367,0.04805858919489759,900,1.4417576758469277
mixing,2,1.95,1.445501735525759,0.039238656068235615,900,1.1771596820470684
mixing,2,2.0,1.4136002978632678,0.039093547005229316,900,1.1728064101568796
mixing,2,2.05,1.2927816723539818,0.03869065478284245,900,1.1607196434852733
mixing,2,2.1,1.2455366720804228,0.03872666006076133,900,1.16179980182284
mixing,2,2.15,1.2330161462799227,0.03509849007986787,900,1.0529547023960362
mixing,2,2.2,1.2284262676938567,0.03516011655853019,900,1.0548034967559057
mixing,2,2.4,1.0803364410378142,0.03166888910302003,900,0.9500666730906009
mixing,2,2.8,0.9396124661771971,0.02682119994226375,900,0.8046359982679125
mixing,2,3.2,0.7929733230334178,0.022457424761150875,900,0.6737227428345263
mixing,2,4.0,0.5936041010167364,0.017164477934075852,900,0.5149343380222756
mixing,2,8.0,0.2690999949770117,0.006967557525766796,900,0.20902672577300388
mixing,2,10.0,0.21150798961186612,0.005458408498783959,900,0.16375225496351878
mixing,2,100.0,0.019197410346908212,0.0004650687538253999,900,0.013952062614761998
mixing,4,0.1,55356.77375999674,2839.1756132189835,900,85175.2683965695
mixing,4,0.2,3446.6032859119478,167.35175280227696,900,5020.5525840683085
mixing,4,0.4,303.1765032529749,14.365096926531052,900,430.95290779593154
mixing,4,0.8,32.72599340180025,1.28177808924256,900,38.4533426772768
mixing,4,1.0,18.00169088260921,0.04385494526351941,200900,19.656606406369242
mixing,4,1.2,12.292587723923976,0.4366411089409983,900,13.099233268229948
mixing,4,1.6,6.4355348477853775,0.2079072881367682,900,6.237218644103046
mixing,4,1.8,4.826954274436959,0.1446651422048059,900,4.339954266144177
mixing,4,1.85,4.614916945155474,0.1322601180836777,900,3.9678035425103313
mixing,4,1.9,4.48667773074877,0.12186243898568223,900,3.655873169570467
mixing,4,1.95,4.09928669121692,0.123045811433243,900,3.69137434299729
mixing,4,2.0,4.0396548778887755,0.12174484699423868,900,3.6523454098271606
mixing,4,2.05,3.8151368361116007,0.10725434678254078,900,3.2176304034762233
mixing,4,2.1,3.565349782273325,0.0933749731688487,900,2.801249195065461
mixing,4,2.15,3.6427868723645114,0.09951686042757757,900,2.985505812827327
mixing,4,2.2,3.473249009759424,0.09910735845496553,900,2.973220753648966
mixing,4,2.4,2.882558408104364,0.07446348320109115,900,2.2339044960327348
mixing,4,2.8,2.3022725730085485,0.055621151038939366,900,1.668634531168181
mixing,4,3.2,1.854739192271024,0.042808233113965276,900,1.2842469934189582
mixing,4,4.0,1.3346936624711543,0.028425483953019172,900,0.8527645185905751
mixing,4,8.0,0.5649105746043099,0.010239710759987036,900,0.3071913227996111
